car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture,price_numeric,kms_numeric
Honda City V,₹ 6.25 Lakh,"73,000 km",Petrol,Ahmedabad,2016,625000,73000
Maruti Suzuki Celerio VXi CNG,₹ 6.89 Lakh,"1,064 km",CNG,Pune,2022,689000,1064
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 4.1 Lakh,"37,000 km",Petrol + 1,Thiruvallur,2017,410000,37000
Hyundai Santro Sportz [2018-2020],₹ 4.86 Lakh,"60,600 km",Petrol,Chennai,2019,486000,60600
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 4.95 Lakh,"21,344 km",Petrol,Mumbai,2016,495000,21344
Hyundai Creta SX 1.6 AT CRDi,₹ 12.85 Lakh,"82,899 km",Diesel,Mumbai,2018,1285000,82899
Maruti Suzuki Celerio X Zxi (O) AMT [2017-2019],₹ 4.5 Lakh,"29,192 km",Petrol,Kolkata,2018,450000,29192
Maruti Suzuki Celerio VXi,₹ 3.64 Lakh,"11,363 km",Petrol,Kolkata,2015,364000,11363
Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 2.5 Lakh,"77,050 km",CNG,Ahmedabad,2011,250000,77050
Tata Tiago Revotron XZA,₹ 5.25 Lakh,"24,051 km",Petrol,Thane,2018,525000,24051
Mahindra XUV500 W10,₹ 13.75 Lakh,"75,811 km",Diesel,Bangalore,2016,1375000,75811
Tata Tiago Revotron XZ,₹ 4.65 Lakh,"45,412 km",Petrol,Mumbai,2017,465000,45412
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],₹ 15.8 Lakh,"1,15,000 km",Diesel,Delhi,2018,1580000,115000
Maruti Suzuki Swift VDi,₹ 7.3 Lakh,"90,251 km",Diesel,Hyderabad,2018,730000,90251
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.59 Lakh,"28,518 km",Petrol,Kolkata,2016,359000,28518
Datsun GO T [2018-2019],₹ 3.61 Lakh,"33,766 km",Petrol,Hyderabad,2018,361000,33766
Ford Fiesta Exi 1.6 Duratec Ltd,₹ 1.75 Lakh,"1,14,000 km",Petrol + 1,Pallikarnai,2009,175000,114000
Volvo S90 D4 Inscription,₹ 47.5 Lakh,"30,000 km",Diesel,Delhi,2020,4750000,30000
Maruti Suzuki Swift DZire VXI,₹ 4.28 Lakh,"12,902 km",Petrol,Kolkata,2014,428000,12902
Maruti Suzuki Vitara Brezza ZDi,₹ 8.45 Lakh,"62,769 km",Diesel,Mumbai,2018,845000,62769
Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 3.49 Lakh,"52,242 km",Diesel,Kolkata,2015,349000,52242
Honda Jazz ZX CVT,₹ 10.24 Lakh,"9,838 km",Petrol,Pune,2021,1024000,9838
Renault Kwid Neotech RXL,₹ 4.75 Lakh,"12,000 km",Petrol,Mumbai,2021,475000,12000
Honda BR-V V CVT Petrol,₹ 7.75 Lakh,"76,275 km",Petrol,Mumbai,2016,775000,76275
Honda City V Petrol [2017-2019],₹ 7.65 Lakh,"29,500 km",Petrol,Thane,2017,765000,29500
Tata Safari XZA Plus,₹ 23.95 Lakh,"22,617 km",Diesel,Bangalore,2021,2395000,22617
Renault Triber RXZ,₹ 6.7 Lakh,"25,000 km",Petrol,Thiruvallur,2020,670000,25000
Maruti Suzuki Wagon R 1.0 VXI,₹ 4.64 Lakh,"13,889 km",Petrol,Pune,2017,464000,13889
BMW 7 Series 730Ld,₹ 69.75 Lakh,"22,000 km",Diesel,Ahmedabad,2017,6975000,22000
Nissan Sunny XL D,₹ 5.75 Lakh,"29,208 km",Diesel,Ahmedabad,2017,575000,29208
Volkswagen Vento Trendline Petrol,₹ 3.15 Lakh,"62,000 km",Petrol,Thane,2011,315000,62000
Land Rover Range Rover Evoque HSE Dynamic,₹ 53 Lakh,"22,000 km",Diesel,Bangalore,2018,5300000,22000
Hyundai Eon Era +,₹ 3.5 Lakh,"26,700 km",Petrol,Ahmedabad,2017,350000,26700
Honda Jazz V Petrol,₹ 5.3 Lakh,"41,217 km",Petrol,Mumbai,2016,530000,41217
Hyundai Creta SX Plus 1.6  Petrol,₹ 7.5 Lakh,"56,747 km",Petrol,Thane,2015,750000,56747
Maruti Suzuki Wagon R LXi 1.0 CNG,₹ 5.53 Lakh,"51,765 km",CNG,Delhi,2020,553000,51765
Honda Amaze 1.2 VX AT i-VTEC,₹ 4.65 Lakh,"54,000 km",Petrol,Mumbai,2014,465000,54000
Tata Harrier XZA Plus Dark Edition,₹ 22.5 Lakh,"9,535 km",Diesel,Ahmedabad,2021,2250000,9535
Hyundai Santro Sportz [2018-2020],₹ 4.85 Lakh,"25,000 km",Petrol,Ahmedabad,2019,485000,25000
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4 Lakh,"47,000 km",CNG,Thane,2015,400000,47000
Honda City VX CVT,₹ 7.5 Lakh,"46,399 km",Petrol,Mumbai,2015,750000,46399
Maruti Suzuki Alto K10 LXi CNG,₹ 3.7 Lakh,"47,377 km",CNG,Delhi,2019,370000,47377
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 6.69 Lakh,"44,300 km",Petrol,Bangalore,2019,669000,44300
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 19.75 Lakh,"1,44,286 km",Diesel,Hyderabad,2017,1975000,144286
Hyundai i10 Asta 1.2 AT with Sunroof,₹ 3.25 Lakh,"46,721 km",Petrol,Thane,2013,325000,46721
Hyundai Elite i20 Asta 1.2,₹ 7.99 Lakh,"21,303 km",Petrol,Bangalore,2018,799000,21303
Maruti Suzuki Ritz Vdi BS-IV,₹ 4.1 Lakh,"80,000 km",Diesel,Thane,2014,410000,80000
Audi Q3 2.0 TDI quattro Premium Plus,₹ 15.79 Lakh,"73,000 km",Diesel,Delhi,2015,1579000,73000
Chevrolet Beat LS Diesel,₹ 1.5 Lakh,"84,656 km",Diesel + 1,Ambattur,2011,150000,84656
Hyundai Elite i20 Asta 1.2,₹ 5.65 Lakh,"18,523 km",Petrol,Mumbai,2015,565000,18523
Honda Amaze 1.5 S i-DTEC,₹ 5.6 Lakh,"76,018 km",Diesel,Hyderabad,2015,560000,76018
Nissan Sunny XL CVT AT,₹ 4.95 Lakh,"73,056 km",Petrol,Bangalore,2013,495000,73056
Hyundai Venue SX 1.4 (O) CRDi,₹ 13 Lakh,"23,221 km",Diesel,Thane,2021,1300000,23221
Honda Brio V MT,₹ 2.85 Lakh,"71,000 km",Petrol,Noida,2011,285000,71000
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 7.23 Lakh,"13,825 km",Petrol,Pune,2019,723000,13825
Tata Zest XM 75 PS Diesel,₹ 5.5 Lakh,"1,01,785 km",Diesel,Chennai,2015,550000,101785
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.1 Lakh,"24,000 km",CNG,Thane,2015,410000,24000
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],₹ 5.58 Lakh,"77,813 km",CNG,Pune,2019,558000,77813
Maruti Suzuki Baleno Delta 1.2,₹ 6.18 Lakh,"41,617 km",Petrol,Delhi,2019,618000,41617
BMW 3 Series 320d Luxury Line,₹ 12 Lakh,"41,000 km",Diesel,Kolkata,2013,1200000,41000
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.78 Lakh,"55,847 km",Petrol,Pune,2015,378000,55847
Renault Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],₹ 11.9 Lakh,"16,600 km",Petrol,Chennai,2020,1190000,16600
Honda Jazz V Petrol,₹ 5.99 Lakh,"57,340 km",Petrol,Ahmedabad,2019,599000,57340
Hyundai i20 Active 1.2 SX,₹ 5.9 Lakh,"45,173 km",Petrol,Mumbai,2015,590000,45173
Honda City VX CVT Petrol,₹ 9.99 Lakh,"58,019 km",Petrol,Bangalore,2017,999000,58019
Hyundai Elite i20 Asta 1.2,₹ 5.65 Lakh,"18,523 km",Petrol,Mumbai,2015,565000,18523
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],₹ 4.99 Lakh,"53,150 km",Petrol,Thane,2015,499000,53150
Tata Nexon XZA Plus,₹ 10.99 Lakh,"44,999 km",Petrol,Bangalore,2020,1099000,44999
Hyundai Santro Sportz,₹ 5.4 Lakh,"12,996 km",Petrol,Bangalore,2021,540000,12996
Tata Nexon XZ Plus Dual Tone,₹ 9.13 Lakh,"50,043 km",Petrol,Pune,2018,913000,50043
Maruti Suzuki Ciaz S 1.4 MT,₹ 6.86 Lakh,"21,880 km",Petrol,Delhi,2018,686000,21880
Volkswagen Polo Highline1.2L (D),₹ 5.5 Lakh,"36,486 km",Diesel,Hyderabad,2014,550000,36486
Toyota Yaris J CVT [2018-2020],₹ 8.47 Lakh,"18,535 km",Petrol,Pune,2019,847000,18535
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 6.75 Lakh,"37,090 km",Petrol,Ahmedabad,2018,675000,37090
Honda Jazz S MT [2015-2016],₹ 6.5 Lakh,"26,361 km",Petrol,Hyderabad,2018,650000,26361
Honda City ZX CVT Petrol [2017-2019],₹ 8.11 Lakh,"72,973 km",Petrol,Kolkata,2017,811000,72973
Toyota Etios VX,₹ 4.11 Lakh,"1,21,790 km",Petrol,Mumbai,2014,411000,121790
Renault Kwid 1.0 RXT [2016-2019],₹ 2.7 Lakh,"1,40,000 km",Petrol,Thiruvallur,2018,270000,140000
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.25 Lakh,"39,200 km",Petrol,Pune,2017,525000,39200
Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 5.5 Lakh,"61,391 km",Diesel,Hyderabad,2017,550000,61391
Maruti Suzuki S-Cross Zeta 1.3,₹ 9.5 Lakh,"87,544 km",Diesel,Hyderabad,2018,950000,87544
Honda Brio S MT,₹ 3.45 Lakh,"32,000 km",Petrol,Thane,2014,345000,32000
Maruti Suzuki Baleno Delta 1.2,₹ 5.65 Lakh,"66,000 km",Petrol,Noida,2017,565000,66000
Nissan Magnite XV Premium Dual Tone,₹ 8.4 Lakh,"13,264 km",Petrol,Thane,2021,840000,13264
Skoda Rapid Style 1.6 MPI AT,₹ 8.75 Lakh,"31,469 km",Petrol,Mumbai,2018,875000,31469
Volkswagen Cross Polo 1.2 MPI,₹ 6.5 Lakh,"71,976 km",Petrol,Hyderabad,2017,650000,71976
Honda City S,₹ 5.75 Lakh,"59,800 km",Petrol,Ahmedabad,2016,575000,59800
Honda Amaze VX CVT 1.2 Petrol,₹ 9.22 Lakh,"5,768 km",Petrol,Pune,2020,922000,5768
Maruti Suzuki Swift ZXi,₹ 5.31 Lakh,"55,209 km",Petrol,Pune,2015,531000,55209
Mercedes-Benz CLA 200 CDI Sport,₹ 24.26 Lakh,"59,500 km",Diesel,Ahmedabad,2016,2426000,59500
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],₹ 4 Lakh,"45,000 km",Petrol + 1,Poonamallee,2016,400000,45000
Nissan Terrano XL (D),₹ 7.69 Lakh,"63,839 km",Diesel,Bangalore,2016,769000,63839
Jaguar XE Prestige,₹ 29.75 Lakh,"32,434 km",Petrol,Bangalore,2017,2975000,32434
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.75 Lakh,"55,264 km",Petrol + 1,Thane,2016,375000,55264
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 5.45 Lakh,"12,906 km",Petrol,Kolkata,2017,545000,12906
Maruti Suzuki Swift VXi AMT,₹ 7.65 Lakh,"18,236 km",Petrol,Thane,2021,765000,18236
Maruti Suzuki S-Cross Zeta,₹ 10.5 Lakh,"6,200 km",Petrol,Ahmedabad,2022,1050000,6200
Honda City SV,₹ 5.75 Lakh,"80,122 km",Petrol,Noida,2014,575000,80122
Honda Jazz S Diesel [2015-2016],₹ 4.5 Lakh,"46,220 km",Diesel,Kolkata,2016,450000,46220
Ford EcoSport Titanium 1.5L TDCi,₹ 7.99 Lakh,"63,767 km",Diesel,Bangalore,2016,799000,63767
Audi A6 2.0 TDI Premium,₹ 12.13 Lakh,"69,000 km",Diesel,Delhi,2013,1213000,69000
Maruti Suzuki Swift VDi,₹ 6.85 Lakh,"81,007 km",Diesel,Hyderabad,2018,685000,81007
Audi Q5 3.0 TDI quattro Premium Plus,₹ 28 Lakh,"78,457 km",Diesel,Hyderabad,2015,2800000,78457
Maruti Suzuki Vitara Brezza VXi,₹ 9.49 Lakh,"41,098 km",Petrol,Bangalore,2020,949000,41098
Maruti Suzuki Celerio VXi,₹ 3.96 Lakh,"50,809 km",Petrol,Pune,2016,396000,50809
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 9.54 Lakh,"59,568 km",Diesel,Hyderabad,2019,954000,59568
Skoda Laura Ambition 2.0 TDI CR AT,₹ 4.25 Lakh,"1,40,037 km",Diesel,Mumbai,2013,425000,140037
Honda WR-V VX MT Diesel,₹ 6.45 Lakh,"63,036 km",Diesel,Kolkata,2017,645000,63036
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 4.51 Lakh,"18,362 km",CNG,Delhi,2021,451000,18362
Hyundai Elantra 1.6 SX AT,₹ 9.31 Lakh,"85,520 km",Diesel,Pune,2015,931000,85520
Honda Amaze 1.2 VX i-VTEC,₹ 5 Lakh,"46,000 km",Petrol,Mumbai,2016,500000,46000
Land Rover Discovery Sport SE,₹ 49.5 Lakh,"38,000 km",Diesel,Thane,2018,4950000,38000
Maruti Suzuki S-Cross Zeta,₹ 10.95 Lakh,"12,712 km",Petrol,Hyderabad,2021,1095000,12712
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 7.69 Lakh,"35,731 km",Petrol,Bangalore,2017,769000,35731
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 5.85 Lakh,"39,000 km",Petrol,Kolkata,2017,585000,39000
Honda Jazz V AT Petrol,₹ 4.75 Lakh,"32,000 km",Petrol,Kolkata,2015,475000,32000
Honda City ZX EXi,₹ 2.95 Lakh,"1,19,000 km",Petrol + 1,Ambattur,2007,295000,119000
Maruti Suzuki Swift ZXi,₹ 6.52 Lakh,"80,457 km",Petrol,Hyderabad,2018,652000,80457
Hyundai Elite i20 Asta 1.4 CRDi,₹ 6.21 Lakh,"91,234 km",Diesel,Kolkata,2018,621000,91234
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 6.15 Lakh,"49,422 km",Petrol,Pune,2016,615000,49422
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 Lakh,"33,053 km",Petrol,Pune,2017,475000,33053
Hyundai Aura SX 1.2 (O) Petrol,₹ 7.3 Lakh,"17,385 km",Petrol,Pune,2020,730000,17385
Mercedes-Benz AMG GLA35 4MATIC,₹ 61 Lakh,"1,600 km",Petrol,Mumbai,2021,6100000,1600
Maruti Suzuki Dzire ZXi Plus,₹ 9.74 Lakh,"10,158 km",Petrol,Pune,2022,974000,10158
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.23 Lakh,"56,907 km",Diesel,Kolkata,2018,1023000,56907
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 8 Lakh,"18,000 km",Petrol + 1,Thiruvallur,2019,800000,18000
Kia Seltos GTX 1.4,₹ 16.82 Lakh,"12,498 km",Petrol,Bangalore,2020,1682000,12498
Honda Brio S MT,₹ 4.19 Lakh,"42,265 km",Petrol,Bangalore,2013,419000,42265
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.87 Lakh,"81,329 km",CNG,Delhi,2018,487000,81329
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.5 Lakh,"53,300 km",Petrol,Pune,2016,450000,53300
Nissan Magnite XV Premium Dual Tone,₹ 8.3 Lakh,"20,000 km",Petrol + 1,Pallikarnai,2021,830000,20000
Renault Duster 110 PS RXS 4X2 AMT Diesel,₹ 10.29 Lakh,"59,839 km",Diesel,Bangalore,2018,1029000,59839
Toyota Fortuner 2.8 4x2 AT [2016-2020],₹ 32 Lakh,"1,77,734 km",Diesel,Hyderabad,2018,3200000,177734
Honda Brio S MT,₹ 2.82 Lakh,"55,200 km",Petrol,Delhi,2014,282000,55200
Maruti Suzuki S-Presso VXi,₹ 4.52 Lakh,"31,651 km",Petrol,Kolkata,2020,452000,31651
Hyundai Verna 1.6 VTVT SX,₹ 9.1 Lakh,"25,921 km",Petrol,Delhi,2018,910000,25921
Tata Nexon XZ Plus (O),₹ 11.5 Lakh,700 km,Petrol,Chennai,2022,1150000,700
Maruti Suzuki Swift VXi AMT,₹ 7.04 Lakh,"28,151 km",Petrol,Delhi,2019,704000,28151
Honda Brio V MT,₹ 3.51 Lakh,"39,276 km",Petrol,Mumbai,2014,351000,39276
Audi A6 2.0 TDI Premium,₹ 16.5 Lakh,"75,000 km",Diesel,Ahmedabad,2014,1650000,75000
Honda Amaze 1.2 VX MT Petrol [2018-2020],₹ 6.85 Lakh,"25,075 km",Petrol,Mumbai,2018,685000,25075
Kia Seltos HTX 1.5 [2020-2021],₹ 13.53 Lakh,"10,678 km",Petrol,Delhi,2020,1353000,10678
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 5.75 Lakh,"31,250 km",Petrol,Mumbai,2015,575000,31250
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 4.51 Lakh,"18,362 km",CNG,Delhi,2021,451000,18362
Maruti Suzuki Swift VXi,₹ 2.65 Lakh,"38,500 km",Petrol,Thane,2010,265000,38500
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4 Lakh,"25,299 km",Petrol,Mumbai,2015,400000,25299
Mercedes-Benz C-Class 250 CDI Avantagarde,₹ 9.5 Lakh,"99,941 km",Diesel,Ahmedabad,2012,950000,99941
BMW 7 Series 730Ld Sedan,₹ 12.5 Lakh,"35,000 km",Diesel,Ahmedabad,2009,1250000,35000
Maruti Suzuki Alto K10 VXi AMT [2014-2018],₹ 3.38 Lakh,"48,448 km",Petrol,Delhi,2017,338000,48448
Maruti Suzuki Ciaz Delta 1.4 MT,₹ 6.87 Lakh,"33,823 km",Petrol,Delhi,2017,687000,33823
Maruti Suzuki Swift VXi [2014-2017],₹ 5.71 Lakh,"21,388 km",Petrol,Kolkata,2019,571000,21388
Mahindra TUV300 T8 AMT mHAWK100,₹ 6.45 Lakh,"35,239 km",Diesel,Mumbai,2015,645000,35239
Volkswagen Polo GT TSI,₹ 8.25 Lakh,"11,106 km",Petrol,Kolkata,2021,825000,11106
Kia Seltos HTX IVT 1.5 [2019-2020],₹ 12.75 Lakh,"28,133 km",Petrol,Kolkata,2020,1275000,28133
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],₹ 10.76 Lakh,"23,097 km",Petrol,Pune,2021,1076000,23097
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.76 Lakh,"57,348 km",Petrol,Pune,2016,376000,57348
Mercedes-Benz CLA 200 D Urban Sport,₹ 29.75 Lakh,"37,329 km",Diesel,Bangalore,2018,2975000,37329
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 7.19 Lakh,"15,443 km",Petrol,Delhi,2017,719000,15443
Hyundai Eon Era +,₹ 3.4 Lakh,"43,000 km",Petrol,Noida,2018,340000,43000
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.25 Lakh,"39,240 km",Petrol,Thane,2017,925000,39240
Hyundai Santro Sportz CNG [2018-2020],₹ 5.45 Lakh,"43,784 km",CNG,Mumbai,2019,545000,43784
Maruti Suzuki Vitara Brezza ZDi,₹ 9.25 Lakh,"87,803 km",Diesel,Hyderabad,2018,925000,87803
Hyundai i20 Active 1.2 SX,₹ 6.45 Lakh,"45,000 km",Petrol,Thane,2015,645000,45000
Toyota Etios VX,₹ 3.09 Lakh,"35,311 km",Petrol,Delhi,2011,309000,35311
Mahindra Alturas G4 4WD AT [2018-2020],₹ 18.99 Lakh,"42,347 km",Diesel,Kolkata,2018,1899000,42347
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7 Lakh,"68,183 km",Petrol,Bangalore,2018,700000,68183
Mercedes-Benz GLA 200 d Sport,₹ 33 Lakh,"41,679 km",Diesel,Hyderabad,2018,3300000,41679
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 4.6 Lakh,"77,394 km",Petrol,Thane,2013,460000,77394
Honda Jazz VX CVT Petrol,₹ 6.99 Lakh,"30,610 km",Petrol,Ahmedabad,2019,699000,30610
Toyota Urban Cruiser High Grade AT,₹ 11.4 Lakh,"6,257 km",Petrol,Thane,2021,1140000,6257
Honda Amaze 1.2 VX MT Petrol [2018-2020],₹ 8.57 Lakh,"7,702 km",Petrol,Pune,2022,857000,7702
Hyundai Creta SX 1.6 CRDI (O),₹ 10.72 Lakh,"75,799 km",Diesel,Chennai,2017,1072000,75799
Datsun GO T (O),₹ 2.5 Lakh,"47,000 km",Petrol,Ahmedabad,2018,250000,47000
Maruti Suzuki Ertiga Vxi CNG,₹ 6.5 Lakh,"52,000 km",CNG,Thane,2013,650000,52000
Toyota Innova 2.5 GX BS IV 7 STR,₹ 20.31 Lakh,"40,372 km",Diesel,Delhi,2018,2031000,40372
Audi A8 L 3.0 TDI quattro,₹ 27.51 Lakh,"45,500 km",Diesel,Ahmedabad,2013,2751000,45500
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 9.45 Lakh,"43,624 km",Petrol,Mumbai,2019,945000,43624
Maruti Suzuki Swift VXi [2014-2017],₹ 5.95 Lakh,"18,548 km",Petrol,Thane,2018,595000,18548
Ford Freestyle Trend Plus 1.2 Ti-VCT [2019-2020],₹ 6.1 Lakh,"63,000 km",Petrol,Poonamallee,2019,610000,63000
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 8.85 Lakh,"51,439 km",Diesel,Mumbai,2017,885000,51439
BMW X1 sDrive20d xLine,₹ 32.75 Lakh,"56,307 km",Diesel,Bangalore,2018,3275000,56307
Maruti Suzuki Dzire VXi,₹ 6.41 Lakh,"30,481 km",Petrol,Pune,2018,641000,30481
Hyundai Elite i20 Asta 1.2,₹ 7.89 Lakh,"34,058 km",Petrol,Bangalore,2018,789000,34058
Honda Amaze 1.2 SX i-VTEC,₹ 5.19 Lakh,"48,285 km",Petrol,Bangalore,2015,519000,48285
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 Lakh,"60,126 km",Diesel,Ahmedabad,2017,790000,60126
BMW 5 Series 520d Luxury Line [2017-2019],₹ 38 Lakh,"61,000 km",Diesel,Ahmedabad,2019,3800000,61000
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.89 Lakh,"88,603 km",CNG,Pune,2017,489000,88603
Maruti Suzuki Alto 800 Lxi,₹ 2.09 Lakh,"45,643 km",Petrol,Kolkata,2013,209000,45643
Tata Altroz XZ (O) Diesel,₹ 9.78 Lakh,"10,412 km",Diesel,Chennai,2021,978000,10412
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.7 Lakh,"32,335 km",Petrol,Bangalore,2019,570000,32335
Mercedes-Benz S-Class 350 L,₹ 14.56 Lakh,"1,33,000 km",Petrol,Ahmedabad,2011,1456000,133000
Hyundai Elantra 1.6 SX AT,₹ 6.25 Lakh,"80,000 km",Diesel,Delhi,2014,625000,80000
Honda Jazz SV Petrol,₹ 5.99 Lakh,"39,173 km",Petrol,Bangalore,2015,599000,39173
Hyundai i20 Sportz 1.4 CRDI,₹ 4.5 Lakh,"91,127 km",Diesel,Hyderabad,2013,450000,91127
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 13.25 Lakh,"29,373 km",Diesel,Pune,2019,1325000,29373
Kia Sonet HTX 1.0 iMT [2020-2021],₹ 10.5 Lakh,"23,700 km",Petrol,Chennai,2020,1050000,23700
Honda City 1.5 S MT,₹ 3.99 Lakh,"62,550 km",Petrol,Thane,2013,399000,62550
Hyundai Elite i20 Sportz 1.4,₹ 5.71 Lakh,"66,000 km",Diesel,Mumbai,2015,571000,66000
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.49 Lakh,"89,000 km",CNG,Thane,2014,349000,89000
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.95 Lakh,"45,100 km",Petrol,Hyderabad,2016,295000,45100
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.61 Lakh,"53,734 km",Petrol,Pune,2016,461000,53734
Hyundai i20 Active 1.2 SX,₹ 6.9 Lakh,"74,655 km",Petrol,Chennai,2016,690000,74655
Toyota Innova 2.5 G2,₹ 6.5 Lakh,"3,40,000 km",Diesel,Pallikarnai,2009,650000,340000
Toyota Corolla Altis G Petrol,₹ 11.9 Lakh,"54,517 km",Petrol,Ahmedabad,2019,1190000,54517
Maruti Suzuki Alto 800 Lxi,₹ 3.35 Lakh,"35,000 km",Petrol,Ahmedabad,2019,335000,35000
Maruti Suzuki Ciaz ZXi  AT,₹ 6.4 Lakh,"36,937 km",Petrol,Mumbai,2016,640000,36937
Mercedes-Benz E-Class 280,₹ 4.5 Lakh,"40,206 km",Petrol,Kolkata,2007,450000,40206
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.8 Lakh,"48,488 km",Petrol,Thane,2016,880000,48488
Volkswagen Tiguan Highline TDI,₹ 23.76 Lakh,"72,533 km",Diesel,Pune,2017,2376000,72533
Mercedes-Benz R-Class R350 4MATIC,₹ 24.85 Lakh,"44,724 km",Petrol,Bangalore,2012,2485000,44724
Honda Amaze 1.5 E i-DTEC,₹ 4.75 Lakh,"43,000 km",Diesel,Kolkata,2017,475000,43000
Hyundai Xcent SX 1.2,₹ 4.86 Lakh,"94,691 km",Petrol,Pune,2015,486000,94691
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.99 Lakh,"71,550 km",Petrol,Bangalore,2013,499000,71550
Nissan Terrano XL D Plus,₹ 6.25 Lakh,"77,000 km",Diesel,Ahmedabad,2014,625000,77000
Ford EcoSport Titanium 1.5 TDCi,₹ 6.3 Lakh,"95,240 km",Diesel,Hyderabad,2015,630000,95240
Honda City SV CVT,₹ 5.95 Lakh,"46,200 km",Petrol,Mumbai,2014,595000,46200
Maruti Suzuki Vitara Brezza VDi,₹ 7.79 Lakh,"58,481 km",Diesel,Pune,2018,779000,58481
Honda Jazz VX CVT Petrol,₹ 8.11 Lakh,"8,652 km",Petrol,Delhi,2019,811000,8652
Maruti Suzuki Alto 800 LXi (O),₹ 3.5 Lakh,"30,680 km",Petrol,Hyderabad,2017,350000,30680
Maruti Suzuki Swift LXi,₹ 4.5 Lakh,"34,933 km",Petrol,Kolkata,2018,450000,34933
Hyundai Elite i20 Asta 1.2,₹ 7.79 Lakh,"42,825 km",Petrol,Bangalore,2018,779000,42825
Hyundai Creta 1.6 S Petrol,₹ 7.91 Lakh,"39,813 km",Petrol,Kolkata,2018,791000,39813
Volkswagen Vento Highline Petrol AT,₹ 3.45 Lakh,"50,667 km",Petrol,Mumbai,2011,345000,50667
Maruti Suzuki Vitara Brezza VXi,₹ 8.62 Lakh,"29,219 km",Petrol,Pune,2020,862000,29219
Mercedes-Benz E-Class E350 CDI Avantgarde,₹ 11.95 Lakh,"63,906 km",Diesel,Mumbai,2012,1195000,63906
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24.5 Lakh,"35,531 km",Diesel,Mumbai,2019,2450000,35531
Hyundai Santro Sportz CNG [2018-2020],₹ 5.45 Lakh,"23,404 km",CNG,Mumbai,2019,545000,23404
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.65 Lakh,"22,407 km",Petrol,Mumbai,2017,465000,22407
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 5.11 Lakh,"22,498 km",Petrol,Kolkata,2018,511000,22498
